gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,liver_448_adjacent_non-tumor_tissue,liver_448_tumor,liver_473_adjacent_non-tumor_tissue,liver_473_tumor,liver_510_adjacent_non-tumor_tissue,liver_510_tumor
CFHR4,1075.49790461053,-3.70800982184309,0.685306960082643,-5.41072838570898,6.276891467295e-08,1.95920281880373e-06,1495.59892307788,86.0368835480963,1075.1615755702,286.991596948351,3423.13951364295,86.0589348757076
CTD-3080P12.3,32.0022088347556,-4.50464942358238,0.833052420163335,-5.40740212086433,6.39454674426205e-08,1.99253206544846e-06,43.7900585585866,3.67678989521779,59.2717278839983,0,81.1105346606161,4.16414201011488
CDK1,512.094251163121,3.54707159031781,0.656494573742748,5.40304784256718,6.5517975483099e-08,2.03806510492587e-06,136.984285747373,641.232157725982,48.2444296730218,1671.30400575804,56.3649478150044,518.435680259303
SLC2A2,11337.5026441363,-2.05733312534449,0.380801930614961,-5.40263312746887,6.56696851379102e-08,2.03932198490981e-06,14044.2577551487,4198.15870235967,20761.6457067159,5706.06822167898,20041.175835296,3273.70964361865
SGO1,111.566188293611,3.32885188433054,0.616274694242551,5.40157159693529,6.60595626460097e-08,2.04449882905438e-06,32.5618384153593,265.464230434724,15.1625350400926,232.791945512285,12.3727934228058,111.043786936397
TRIP13,166.831684329165,3.81992117269637,0.707157336987652,5.40179811888605,6.59761782272428e-08,2.04449882905438e-06,44.9128805729093,364.737557605605,11.0272982109764,184.811926208226,9.62328377329344,385.877159603979
CDC45,93.0664293374435,2.8620538307867,0.530194228040544,5.39812332805676,6.73415726702726e-08,2.08066154209905e-06,24.7020843151001,101.479401108011,27.5682455274411,213.244530240261,15.1223030723183,176.28201176153
FANCB,32.3024269953125,3.85359919651157,0.714171684240583,5.39590028777088,6.8180805188906e-08,2.10304497082683e-06,6.7369320859364,55.8872064073104,2.75682455274411,54.1996514360663,2.74950964951241,71.4844378403055
GPER1,305.234550243071,-2.96046166147554,0.549599363533916,-5.38658131341313,7.18104494620873e-08,2.21127908410817e-06,335.723782282497,53.6811324701797,804.992769401279,46.2029815520565,482.538943489428,108.267692262987
APOH,94117.8973773864,-3.12210951756194,0.579823922201451,-5.3845821084926,7.26131514543708e-08,2.23224523648822e-06,147674.67414574,24902.8979603101,202020.103225088,26733.7559411207,156834.779917837,6541.17307422213
NNMT,7765.21949735237,-3.02277944812763,0.561728419943334,-5.38121152643935,7.3986193596546e-08,2.27064495657607e-06,9493.46013109871,1917.8136093456,8400.04441221129,1021.79670740125,23593.542302466,2164.65982159139
N4BP2L1,813.582198228199,-2.00885284535466,0.37370881086643,-5.37544951294354,7.63918558401235e-08,2.34055448612499e-06,1404.65033991774,218.401319775937,1225.40851369475,342.968286136419,1279.89674184803,410.167987996316
UHRF1,119.176681788799,3.15861225804427,0.587765859182597,5.37392944605007,7.70390122498584e-08,2.35644204080452e-06,22.4564402864547,108.097622919403,30.3250700801852,338.525691756414,19.2465675465869,196.408698143752
PTPRB,675.896185327121,-2.90752466561085,0.54136110045694,-5.37076761362561,7.84021895007093e-08,2.39414152671999e-06,1176.71747101022,110.303696856534,1215.75962776015,84.4092932201032,1186.41341376461,281.773609351107
SLC25A16,556.359961416469,-2.06888443145388,0.385307672698397,-5.36943481287308,7.89837794131106e-08,2.40788819701666e-06,902.748899515478,261.787440539507,1139.94695255969,198.139709348242,653.008541759198,182.528224776702
IGFALS,1188.23857883696,-4.20793813340606,0.784312056386554,-5.3651325376696,8.08898000373457e-08,2.46189853203363e-06,778.115655925654,49.2689845959184,3357.81230524232,253.22787966031,2627.15647010911,63.8501774884282
MTTP,6648.63860884891,-2.59236759620157,0.483773877741841,-5.35863492320466,8.38531031271056e-08,2.54785498423687e-06,9637.18134893202,2034.73552801352,11850.2103399705,2710.87109067931,12730.2296772425,928.603668255619
LINC01612,22.143433795088,-7.3239002425522,1.36697764299982,-5.35773227898592,8.42729889697538e-08,2.55637368195998e-06,55.0182787018139,0.735357979043558,45.4876051202777,0,31.6193609693927,0
STK39,549.773557453073,3.63178423366054,0.678502447131212,5.35264721448854,8.66767344250733e-08,2.62494401344825e-06,136.984285747373,1787.65524705489,74.4342629240908,697.487317660853,34.3688706189051,567.711360712329
NEMP1,563.598896957845,1.75419790305909,0.328114376200484,5.34630004138326,8.9770351708804e-08,2.71414584819918e-06,258.249063294229,984.644333939324,304.629113078224,854.755158713045,210.337488187699,768.978224534549
DES,63.8723807299784,-6.71167182079453,1.2555516955427,-5.34559576051028,9.01201363098272e-08,2.72023251642282e-06,196.493852506478,0,161.27423633553,0,21.9960771960993,3.4701183417624
GPD2,545.932323203792,1.59386338771487,0.298203820806979,5.3448791615133,9.04773929641387e-08,2.72652433205419e-06,279.582681566361,907.43174613975,241.222148365109,827.211073557011,294.197532497828,725.948757096695
ROBO4,268.781718258891,-2.19179086508089,0.410288563171492,-5.34207156089987,9.18903631890671e-08,2.76455703505762e-06,490.673220259034,125.746214416448,384.577025107803,62.196321320076,448.170072870523,101.327455579462
TMEM132E,22.9945858410463,-4.8905288349756,0.915573789747132,-5.3414906474401,9.21853730271778e-08,2.76888590918681e-06,60.6323887734276,0.735357979043558,27.5682455274411,0.888518876001086,45.3669092169548,2.77609467340992
POLA1,397.951303110028,1.88828793415304,0.353864230472103,5.33619329547328,9.49182137660045e-08,2.84630362131053e-06,178.528700277315,597.110678983369,186.085657310227,775.676978748948,142.974501774645,507.331301565663
FBXO5,215.678977666867,2.4299927671048,0.455427767807714,5.3356271594989,9.52148732258401e-08,2.85053416216314e-06,86.4572951028505,329.440374611514,55.1364910548821,506.455759320619,60.489212289273,256.094733622065
NXPH4,50.1914312971286,6.33613122898472,1.18764408463322,5.33504213170185,9.55223750652819e-08,2.85507496891696e-06,3.3684660429682,124.275498458361,0,139.497463532171,0,34.0071597492716
PEMT,1281.93563742109,-3.27345222378115,0.614388023255901,-5.3279883394109,9.93064978291578e-08,2.96334471209418e-06,1366.47439143077,200.752728278891,2202.70281764254,412.272758464504,3401.14343644685,108.267692262987
MACIR,139.80472411716,2.99618512298385,0.56265909427801,5.32504522445955,1.00927925594545e-07,3.00683163047685e-06,38.1759484869729,311.056425135425,35.8387191856734,127.058199268155,19.2465675465869,307.452485080149
COL25A1,24.4383840329779,-6.5854097483644,1.23791023636543,-5.31977970204005,1.03892975686373e-07,3.08703460475491e-06,46.0357025872321,0.735357979043558,68.9206138186026,0,30.2446061446365,0.694023668352481
KCNJ10,137.141021843177,-4.31075207174093,0.810342374522187,-5.31966759640669,1.03957010759403e-07,3.08703460475491e-06,99.9311592747233,10.2950117066098,165.409473164646,5.33111325600652,518.282568933089,23.5968047239843
ABCB4,2341.19966619723,-2.49264375109211,0.468909786298659,-5.31582795651975,1.06173431991931e-07,3.14775019572193e-06,4661.95700346799,616.965344417545,3020.10129753117,1073.33080220931,4245.24289884716,429.600650710186
AMBP,94538.5020043082,-1.88880827252974,0.355447123105421,-5.31389382484759,1.07307157122064e-07,3.17622250854677e-06,111103.238317234,36982.6234820586,177443.012337374,48944.9508033958,158081.682543891,34675.504541895
SLC27A5,4721.76883710052,-4.40779334919286,0.829586787108121,-5.31323957624506,1.07693301585043e-07,3.18251076071155e-06,7808.10428760029,900.813524328358,10342.2273096195,318.97827648439,8905.6617547707,54.827869799846
HSPB11,855.885149676082,1.6576666501764,0.312049120158274,5.31219780185765,1.08310944931777e-07,3.1956089098873e-06,396.356171055925,1589.10859271313,409.3884460825,1194.16936934546,430.298260148692,1115.99005871079
LINC00885,26.6968695861591,-6.64799179369808,1.25196783505178,-5.31003401810489,1.09604774961758e-07,3.2285830978285e-06,35.9303044583275,0,45.4876051202777,1.77703775200217,76.9862701863475,0
QSER1,927.50372408488,1.4362945607358,0.270730369505865,5.30525837702404,1.12513512550571e-07,3.30894474631069e-06,538.954566874912,1378.06085272763,518.283015915892,1321.22756861362,444.045808396254,1364.45053198098
FMO2,98.3345479676806,-4.26076857548576,0.803192623862492,-5.30479046856288,1.12802490408979e-07,3.31212696998928e-06,314.390164010365,8.82429574852269,188.842481862971,3.55407550400434,57.7397026397606,16.6565680404595
XPOT,1896.44661439909,1.66389067523761,0.313791106278032,5.30254249386956,1.14200871942043e-07,3.34782140115538e-06,816.291604412627,2715.67701660786,1031.0523827263,2469.19395640702,882.592597493484,3463.87212874723
TTYH3,2027.33205532758,2.19902310394601,0.415041004976153,5.29832734014402,1.16868314502508e-07,3.42054514107821e-06,664.710632479058,3104.6813875219,518.283015915892,2639.78958059923,992.57298347398,4243.95473197542
PROZ,137.714168253892,-3.10106101717979,0.585496493777309,-5.29646385612561,1.18066694836238e-07,3.45010842550168e-06,417.689789328057,33.0911090569601,158.517411782786,34.6522361640424,163.595824145988,18.738639045517
CKAP2,433.990329388674,1.84207197077967,0.348002669042572,5.29326966326894,1.20148547344006e-07,3.50535300069568e-06,236.915445022097,575.049939612062,168.16629771739,748.132893592915,162.221069321232,713.45633106635
KRT7,316.075552120811,-5.09696245513289,0.96329453472134,-5.29117759046285,1.21531283170952e-07,3.54005750438504e-06,1295.73660452843,16.9132335180018,478.309059901102,6.2196321320076,68.7377412378103,30.5370414075092
GPT,1125.38275537491,-3.52035901125334,0.665537825915055,-5.28949501316948,1.22654526148145e-07,3.56710512394652e-06,1788.65546881611,355.177903878038,2525.2512903136,127.058199268155,1897.16165816356,58.9920118099609
PTPN13,92.104411566173,-3.51669365665387,0.665083436643491,-5.28759771014857,1.23933164029015e-07,3.59857913049066e-06,296.425011781202,14.7071595808712,102.002508451532,7.99666988400978,109.980385980496,21.5147337189269
EPHX4,114.035458278789,8.94801585832599,1.69340546982224,5.28403623218795,1.26368241405868e-07,3.6576918152264e-06,0,374.297211333171,1.37841227637205,302.98493671637,0,5.55218934681985
SMIM19,810.60241403165,-1.75509702939043,0.332141749151336,-5.28418072667748,1.26268552002153e-07,3.6576918152264e-06,938.679203973805,357.383977815169,1381.1691009248,352.741993772431,1432.49452739597,401.145680307734
ADGRE1,81.2289180655747,-3.82853451143004,0.725417469826089,-5.27769825056445,1.30816644423003e-07,3.76858892943122e-06,60.6323887734276,8.08893776947913,125.435517149857,7.10815100800869,269.451945652216,16.6565680404595
CTH,2591.70602302196,-2.75794407692936,0.52251992420394,-5.27816060053804,1.3048707993257e-07,3.76858892943122e-06,6718.96693370724,1037.59010843046,3698.28013750622,442.482400248541,3130.31673596988,522.599822269418
PHLDA3,77.366558049868,-3.03716171311613,0.575469957722665,-5.27770680703341,1.30810538038802e-07,3.76858892943122e-06,166.177658119765,17.6485914970454,164.031060888274,8.88518876001086,83.8600443101285,23.5968047239843
ARID4A,986.595125227182,-1.80709458993672,0.342434464330621,-5.27719834938101,1.31173881503083e-07,3.7729479700149e-06,1683.11019946978,387.533654955955,1774.01659969083,496.682051684607,1146.54552384668,431.682721715243
LOC105374464,21.0150049080232,-4.45481056886547,0.844998521147589,-5.27197439684913,1.34963909114507e-07,3.87587577240751e-06,46.0357025872321,1.47071595808712,37.2171314620454,3.55407550400434,37.1183802684175,0.694023668352481
LAGE3,300.838888076684,1.68774856220049,0.320154202609467,5.27167392601512,1.35185095341475e-07,3.87615229553443e-06,129.124531647114,523.574881079013,159.895824059158,408.7186829605,138.850237300377,444.86917141394
SLC16A4,145.91343961004,-3.83226663682323,0.727357849485194,-5.26874995510891,1.37355914060171e-07,3.93224227720385e-06,202.107962578092,16.1778755389583,536.202375508728,20.435934148025,79.7357798358599,20.8207100505744
BARD1,192.257188709058,2.24840706352173,0.426919736348058,5.26658027748957,1.389884835653e-07,3.97277222446712e-06,83.0888290598823,282.377463952726,73.0558506477188,392.72534319248,43.9921543921986,278.303491009345
WHRN,151.20727973497,2.69602414592451,0.512368510540423,5.2618849333283,1.42585996281918e-07,4.06925330822009e-06,42.6672365442639,202.223444236978,49.6228419493939,397.167937572486,28.8698513198803,186.692366786817
CEACAM6,76.0696786450058,-9.10824306718133,1.73143272357586,-5.26052380965196,1.43645601217945e-07,4.09311773797074e-06,184.142810348928,0.735357979043558,268.79039389255,0,2.74950964951241,0
HMGCL,2874.93955905749,-2.14263322066204,0.407333610190029,-5.26014344768274,1.43943063601021e-07,4.09522486226384e-06,3448.18640598511,1103.77232654438,5029.82639648162,726.808440568888,5587.00360780922,1354.04017695569
POU6F2,22.4665753690837,-7.3450413170534,1.39647015355676,-5.25971951376536,1.44275303535429e-07,4.09831335097075e-06,58.3867447447821,0.735357979043558,24.8114209746969,0,50.8659285159796,0
RNASEH2A,266.729222306766,2.14058448663676,0.407110763082963,5.25799040641071,1.45638115349456e-07,4.13062159354911e-06,85.3344730885277,345.618250150472,114.40821893888,594.419128044727,96.2328377329344,364.362425885052
TKFC,2015.97606410427,-3.26576026357695,0.621844813924659,-5.25172871180786,1.50678281471475e-07,4.26696672816131e-06,2137.85311527048,575.049939612062,6678.40747902259,322.532351988394,2140.49326214541,241.520236586663
RUSC1,442.934273963489,1.81612957782803,0.345949970565412,5.24968848778856,1.52356634594594e-07,4.3078368195095e-06,214.459004735642,705.943659881815,170.923122270135,826.32255468101,202.088959239162,537.868342973173
LINC01595,59.4275461602984,-4.17797960659643,0.796833715907685,-5.24322643882762,1.5779269084336e-07,4.45466514889376e-06,142.598395818987,13.9718016018276,85.4615611350673,1.77703775200217,109.980385980496,2.77609467340992
CBLN3,55.9711429825975,-3.18239743507568,0.608042231340648,-5.23384276789285,1.6602169384518e-07,4.67806881356483e-06,128.001709632792,11.7657276646969,64.7853769894865,5.33111325600652,109.980385980496,15.9625443721071
TUBA1C,994.768521313062,1.67903487675395,0.320816756447776,5.23362587211766,1.66216722935853e-07,4.67806881356483e-06,394.110527027279,1547.19318790765,449.362402097289,1348.77165376965,577.397026397606,1651.7763306789
BCKDHB,1030.86028651288,-2.50542999372266,0.478784150588697,-5.23290086073665,1.66870250299555e-07,4.68620393525936e-06,1591.03879429531,185.310210718977,1921.50671326264,498.459089436609,1745.93862744038,242.908283923368
COBLL1,2591.7807623642,-2.22601661050205,0.425401877755131,-5.23273809285671,1.67017310868047e-07,4.68620393525936e-06,3102.35722557371,1295.70075907475,4692.11538877047,747.244374716914,5017.85511036015,695.411715689186
FAM151A,68.3053581007187,-5.56858226984308,1.06449844761283,-5.23117932424494,1.68432017340343e-07,4.71867189863877e-06,34.8074824440047,4.41214787426135,329.440534052921,2.66555662800326,37.1183802684175,1.38804733670496
ALKAL2,57.4112472827258,-7.82838531125083,1.49668963266576,-5.23046671827857,1.69082616452261e-07,4.72966671547837e-06,267.231639408811,1.47071595808712,57.8933156076262,0,17.8718127218307,0
IVD,3168.70691440897,-2.08088513453321,0.398012728327983,-5.22818740816362,1.7117995033257e-07,4.78103513718499e-06,3826.57742481188,1648.67258901566,5883.06359555592,971.151131469187,5668.11414246984,1014.66260313133
CDNF,55.5886465188295,-2.64909113945681,0.507097748962244,-5.22402464786736,1.75075459843152e-07,4.88239356962897e-06,71.8606089166549,16.1778755389583,96.4888593460437,10.662226512013,119.60366975379,18.738639045517
LINC02754,106.624546595018,-4.8015288075712,0.919174565677371,-5.22373984971265,1.75345083499103e-07,4.88248118521362e-06,149.335327904924,12.5010856437405,271.547218445294,9.77370763601195,196.589939940137,0
FGFR1,199.253670131633,-2.12858008429959,0.407697912621585,-5.22097371215948,1.77984807508483e-07,4.94846379843768e-06,427.795187456961,72.0650819462686,315.6564112892,65.7503968240804,229.584055734286,84.6708875390027
DESI2,1450.29080709475,2.17518126471851,0.417208849871471,5.21365082593193,1.85159849954628e-07,5.13237332960469e-06,666.956276507704,1549.39926184478,472.795410795614,3054.72789569173,437.172034272473,2520.69396345621
NCAPD2,531.311483427687,1.87986463088959,0.360557125475769,5.21377750726472,1.85033382340594e-07,5.13237332960469e-06,200.985140563769,1026.55973874481,208.14025373218,828.988111309013,272.201455301729,650.994200914627
MCOLN3,319.385820106171,4.4401043328243,0.852150438671209,5.21047004299842,1.8836279470557e-07,5.21326755981186e-06,55.0182787018139,561.078138010235,24.8114209746969,1013.80003751724,4.12426447426862,257.48278095877
NUPR1,3349.25328887247,1.96156237957162,0.376507701050532,5.20988647535885,1.8895621398408e-07,5.22180354844088e-06,1000.43441476156,6798.38451625769,1554.84904774768,4715.36967493776,1550.723442325,4475.75863720515
MCM8,443.56212008222,2.36858784077573,0.454748514437055,5.20856641765585,1.90305231373175e-07,5.25116332713752e-06,149.335327904924,811.099850885044,170.923122270135,980.036320229198,111.355140805253,438.622958398768
CCDC34,315.971595042946,1.98144738593885,0.380734768032754,5.20427224489355,1.94758316172687e-07,5.36595769761801e-06,120.141955532532,411.065110285349,164.031060888274,581.09134490471,98.9823473824468,520.517751264361
LIN9,245.017012132555,2.86670818208847,0.551483344540316,5.19817726223081,2.01252168808022e-07,5.53654990525613e-06,69.6149648880095,282.377463952726,59.2717278839983,736.5821482049,48.1164188664672,274.13934899923
LOC101927793,21.4897712623851,-7.27552152573335,1.40104869085898,-5.19291126225796,2.0703087725072e-07,5.68698610642833e-06,23.5792623007774,0.735357979043558,53.7580787785101,0,50.8659285159796,0
HAGLR,329.882251396417,6.97856495028422,1.34591217591198,5.18500766631049,2.16005979799036e-07,5.92101312019081e-06,11.2282201432273,21.3253813922632,4.13523682911616,317.201238732388,0,1625.40343128151
TMEM150C,291.03133671364,-1.83357269087258,0.353640921636156,-5.18484309561623,2.16196800426135e-07,5.92101312019081e-06,433.409297528575,127.952288353579,487.957945835707,95.9600386081173,442.671053571498,158.237396384366
MT1DP,43.4890363947082,-4.63603478650645,0.896669288020358,-5.17028390337954,2.33738621241801e-07,6.39187913192877e-06,65.1236768307185,2.94143191617423,22.0545964219528,4.44259438000543,163.595824145988,2.77609467340992
ROGDI,216.738237976348,-1.70396923346507,0.329596752670495,-5.16986050274762,2.34268800385416e-07,6.39683004569537e-06,298.670655809847,115.451202709839,314.277999012828,96.8485574841184,382.181841282225,92.9991715592324
WNT2,20.6041285961068,-5.33791215732043,1.03358059613478,-5.16448565044881,2.41100971024506e-07,6.57358927248661e-06,25.8249063294229,0.735357979043558,46.8660173966498,0,48.1164188664672,2.08207100505744
SPARCL1,517.50169314427,-1.98085912646862,0.383580471475991,-5.16412923433359,2.41560766868096e-07,6.57633933218017e-06,973.48668641781,157.366607515321,844.966725416068,270.10973830433,658.507561058222,200.572840153867
LOC105370847,13.5473896839163,-7.58028989682798,1.46796872596756,-5.16379522447366,2.41992426282435e-07,6.57831637143438e-06,17.9651522291637,0,30.3250700801852,0,32.9941157941489,0
WDHD1,126.257908123168,2.31426428366619,0.448647052862041,5.15831825686332,2.49177814139018e-07,6.76360875652605e-06,56.1411007161367,196.34058040463,45.4876051202777,214.133049116262,24.7455868456117,220.699526536089
SLCO2B1,3991.87560967146,-2.4267424140692,0.470645813310666,-5.15619675228545,2.52016090818223e-07,6.83053079285723e-06,4083.70366609178,1756.77021193506,7136.04035477812,932.944819801141,8975.77425083326,1066.02035458941
SPSB4,19.4151164813223,-4.91165082501064,0.953079792908029,-5.15345185320135,2.55734755874443e-07,6.92108153195205e-06,30.3161943867138,2.20607393713067,35.8387191856734,0,46.741664041711,1.38804733670496
BLM,117.186529706574,2.49910604791044,0.485097837390562,5.15175672881501,2.58057647725111e-07,6.97364634457152e-06,52.7726346731685,205.164876153153,20.6761841455808,215.910086868264,31.6193609693927,176.976035429883
ACAA2,7885.48388786513,-2.31565872520974,0.44974861407737,-5.14878457148814,2.62179789091e-07,7.07460691564846e-06,9712.41042389164,3816.50791123606,11983.9163307786,2056.92119794251,17702.7178783857,2040.42958495629
TFRC,3456.60172945322,3.38422158801492,0.657858238185101,5.14430220916791,2.68516984577864e-07,7.23495322269945e-06,611.93799780589,5348.25858158379,759.505164281001,1962.7381970864,441.296298746742,11615.8741372155
COL18A1,7256.53627369938,-2.24408989707543,0.436634540874878,-5.13951528566425,2.7544808534079e-07,7.41080737094561e-06,8915.2067937225,3463.53608129516,13407.816212271,1570.01285389392,13627.9445778083,2554.70112320548
TMEM38B,844.597609543269,1.57946180023203,0.307476175908483,5.13685912596407,2.79368212724886e-07,7.5052557090108e-06,414.321323285089,1038.3254664095,447.983989820917,1274.13606818556,408.302182952593,1484.51662660596
FKTN,404.966592998727,1.59730660893315,0.311012896452366,5.13582114167344,2.80914730814172e-07,7.53575358415413e-06,223.441580850224,661.822181139202,172.301534546507,539.330957732659,207.587978538187,625.315325185585
TCN1,35.900036165816,-8.98968491741674,1.7523765524784,-5.12999612138303,2.89748148669885e-07,7.76135318703163e-06,113.405023446596,0,99.2456838987878,0,2.74950964951241,0
SH3BGRL2,1411.0006934154,-2.01026553252741,0.391903740237024,-5.12948799955723,2.90531290571403e-07,7.77096978956095e-06,2488.17358373918,383.121507081694,2430.14084324393,557.101335252681,1864.16754236941,743.299348805507
MMS22L,117.194128776035,2.51886510227865,0.49112943027372,5.12871953300542,2.91719572925437e-07,7.79137903081611e-06,44.9128805729093,124.275498458361,28.9466578038131,238.123058768291,30.2446061446365,236.662070908196
TUBE1,551.665177563612,-2.67518370714112,0.521904560241728,-5.12581017859294,2.9626097993767e-07,7.90115527571761e-06,729.834309309777,83.8308096109656,1390.8179868594,219.464162372268,740.992850543595,145.050946685668
ZNF681,73.9315686915782,2.93194189800299,0.572463403924356,5.12162328264815,3.02916593991252e-07,8.06691545800541e-06,23.5792623007774,156.631249536278,15.1625350400926,75.5241044600923,12.3727934228058,160.319467389423
F11,3040.26751108839,-3.03179848285015,0.592033914982818,-5.12098784566784,3.03939238502489e-07,8.08240163692685e-06,2995.68913421305,1134.65736166421,5384.07835150924,388.282748812475,7874.59563620354,464.30183412781
ASL,3336.73293043514,-2.67529297299314,0.52306540197857,-5.11464333690101,3.14334321663819e-07,8.3467151326442e-06,6166.53850266045,758.154076393908,6581.91861967655,1493.60023055783,4561.43650854109,458.74964478099
GNMT,101.135709178047,-4.1303057560684,0.808465912028339,-5.10881868316003,3.24179258766424e-07,8.59567638077918e-06,98.8083372604005,8.82429574852269,224.681201048645,22.2129719000272,250.205378105629,2.08207100505744
RAB11B-AS1,184.211348439059,-2.86728138646552,0.561289934074301,-5.10837841978112,3.24935380936872e-07,8.60327463804244e-06,296.425011781202,19.8546654341761,310.142762183712,38.2063116680467,365.684783385151,74.9545561820679
CD160,22.0664031432585,-4.76801042004147,0.933985719935359,-5.10501426121532,3.3076956926126e-07,8.74510829437924e-06,50.526990644523,1.47071595808712,20.6761841455808,2.66555662800326,56.3649478150044,0.694023668352481
LRRC37A6P,48.2342945623414,3.90168124457311,0.764379035284135,5.1043802413063,3.31880366164643e-07,8.7618329522602e-06,4.49128805729093,122.069424521231,11.0272982109764,103.956708492127,2.74950964951241,45.1115384429113
ANKRD55,43.2433918040425,-5.45028412282493,1.06803296926475,-5.10310475394497,3.34125927464066e-07,8.79577078391571e-06,28.0705503580683,0.735357979043558,126.813929426229,0,98.9823473824468,4.85816567846737
FSTL4,28.6301554589754,7.91964750212352,1.55200989925506,5.10283311074551,3.34606060276676e-07,8.79577078391571e-06,0,121.334066542187,0,27.5440851560337,0,22.9027810556319
SUCLG2,2824.18926008358,-1.75772858883897,0.344452191415706,-5.10296822794093,3.34367155721885e-07,8.79577078391571e-06,3640.1889704343,1377.32549474858,4562.54463479149,1522.03283458986,4874.8806085855,968.163017351711
ALYREF,588.127785247454,1.70327423944606,0.333958994015745,5.100249641325,3.39205788369024e-07,8.9039089605978e-06,240.283911065065,1101.56625260725,275.682455274411,777.45401650095,313.444100044415,820.335975992632
LOC105372576,24.2502552785151,-8.42108524713414,1.65139755504577,-5.09936884755819,3.40787901025942e-07,8.93264080486025e-06,13.4738641718728,0,19.2977718692087,0,112.729895630009,0
PSRC1,149.345750487855,3.17860128768071,0.623484802891586,5.09812151465289,3.43040595876534e-07,8.97884256807123e-06,32.5618384153593,374.297211333171,41.3523682911616,309.204568848378,15.1223030723183,123.536212966742
LINC02499,189.804294551828,-3.3346722083877,0.654195430436201,-5.09736395768498,3.44415759553003e-07,9.00197652857363e-06,203.230784592415,40.4446888473957,570.66268241803,13.3277831400163,262.578171528435,48.5816567846737
ESM1,149.214488021374,5.46532606281772,1.07239877975789,5.09635609996832,3.46253535638348e-07,9.03711863242993e-06,17.9651522291637,408.859036348218,0,345.633842764423,1.37475482475621,121.454141961684
IGSF1,75.5706696097353,3.93430135477157,0.772031907093238,5.09603465688941,3.4684165864721e-07,9.03959156434449e-06,11.2282201432273,169.867693159062,12.4057104873485,46.2029815520565,4.12426447426862,209.595147842449
TTC19,491.928003784554,-1.63812346582367,0.321541946261003,-5.0945871444529,3.49502044898509e-07,9.09598929919103e-06,654.605234350154,214.724529880719,818.776892164999,288.768634700353,760.239418090182,214.453313520917
LOC107986904,19.8728211777996,7.39437448647826,1.45203676756372,5.09241546196161,3.53530361423015e-07,9.18777770495387e-06,0,34.5618250150472,0,22.2129719000272,0,62.4621301517233
PTTG3P,28.6758035650565,4.39276736553029,0.862692315846085,5.0919282400494,3.54440259020563e-07,9.19837737361863e-06,1.12282201432273,67.6529340720073,2.75682455274411,63.0848401960771,4.12426447426862,33.3131360809191
PIAS3,262.679387402166,2.01978392270003,0.396825244977032,5.08985743287814,3.58332819610172e-07,9.28624316958637e-06,106.66809136066,322.822152800122,77.191087476835,452.256107884553,127.852198702327,489.286686188499
JPH1,67.1566897229701,4.24981611599628,0.836030719791988,5.08332530777539,3.70883688145273e-07,9.59792504830183e-06,8.98257611458187,188.251642635151,5.51364910548821,30.2096417840369,5.49901929902482,164.483609399538
ERG,211.106200505558,-2.03067404872388,0.399733916623386,-5.08006442354777,3.77306893334563e-07,9.74595706657789e-06,405.338747170507,88.9783154642705,293.601814867247,57.7537269400706,318.94311934344,102.021479247815
HMMR,406.008866866882,3.84783140572527,0.757504476559166,5.07961540135496,3.78199731161275e-07,9.74595706657789e-06,87.5801171171732,1328.05651015267,52.379666502138,685.048053396837,17.8718127218307,265.117041310648
PARP1,4463.92979966862,2.10035321049124,0.413468042653101,5.0798441326055,3.77744666399424e-07,9.74595706657789e-06,1468.65119473414,5542.39308805129,1525.90238994386,10405.4445568487,2070.38076608285,5770.80680235088
ST6GALNAC4,128.880957938592,1.99491515025384,0.392930165172849,5.07702214559241,3.83396200940403e-07,9.86599044049167e-06,65.1236768307185,185.310210718977,48.2444296730218,232.791945512285,41.2426447426862,200.572840153867
C2CD4A,355.785208420431,6.9271135029402,1.36466874206797,5.07604027952094,3.85381630435331e-07,9.90317283707732e-06,15.7195082005183,428.713701782394,1.37841227637205,36.4292739160445,0,1652.47035434726
FXYD1,1133.29018896364,-4.25652748907333,0.839065300620244,-5.07293947911666,3.91717110726164e-07,1.00518780150207e-05,1595.5300823526,230.902405419677,2920.85561363238,93.294481980114,1945.27807703003,13.8804733670496
C21orf58,117.93212713609,2.53600060076846,0.500474374933269,5.06719370218824,4.03723401102523e-07,1.03399323579579e-05,25.8249063294229,199.282012320804,35.8387191856734,276.329370436338,42.6173995674424,127.700354976856
LOC101928505,120.200552025727,-3.41080849958779,0.673172959844296,-5.06676397159016,4.04635492885919e-07,1.03399323579579e-05,145.966861861955,36.0325409731343,289.466578038131,6.2196321320076,224.085036435261,19.4326627138695
UBE2S,117.735940859094,3.31849254844071,0.654950214820455,5.06678595311313,4.04588789475883e-07,1.03399323579579e-05,33.684660429682,355.177903878038,12.4057104873485,174.149699696213,17.8718127218307,113.125857941454
HMGCLL1,12.7249344780217,-7.4951703956603,1.48008135153183,-5.06402596580456,4.10493700290119e-07,1.04750216945899e-05,33.684660429682,0,17.9193595928367,0,24.7455868456117,0
RAB6B,51.4375267276988,3.0357239097707,0.599657943038017,5.06242591299794,4.13954951030769e-07,1.05486545379496e-05,17.9651522291637,93.3904633385318,8.27047365823232,71.0815100800869,6.87377412378103,111.043786936397
